"lineNo","assgNo","fixcount","firstPassCnt","P1stFixation","P2stFixation","prevFixDur","firstfixDur","firstPassFixDur","nextFixDur","firstSaccLen","lastSaccLen","prevFixPos","landingPos","leavingPos","totalFixDur","meanFixDur","nRegressFrom","regressLen","nextWordRegress","regressDur","pupilDiamMax","pupilDiamLag","timePrtctg","nWordsInTitle","titleNo","wordNo","label"
4485,138,1,1,1,0,139,179,179,159,168.6891,179.8506,81.3941,81.5843,76.0148,179,179.0000,0,0,0,0,0.2647,0.5197,0.0222,4,6,3,1
4486,138,2,2,1,0,179,159,298,278,179.8506,449.3607,111.0720,66.7271,150.5407,298,149.0000,0,0,0,0,0.2902,0.5197,0.0369,4,6,4,1
4487,138,1,1,1,0,139,278,278,219,449.3607,171.5066,526.7381,93.7257,72.6911,278,278.0000,1,418,0,875,0.4237,0.5197,0.0344,6,9,2,2
4488,138,1,1,1,0,278,219,219,199,171.5066,222.0771,223.1815,43.3417,31.4841,219,219.0000,0,0,1,2763,0.4327,0.5197,0.0271,6,9,1,2
4489,138,1,1,1,0,139,278,278,219,222.0771,200.1050,106.0000,110.9977,102.0992,199,199.0000,1,418,0,875,0.4747,0.5197,0.0247,6,9,2,2
4490,138,1,1,1,0,199,219,219,219,200.1050,177.3697,182.2224,15.7877,14.2127,219,219.0000,1,1392,1,775,0.5197,0.5197,0.0271,6,9,5,2
4491,138,2,2,1,0,219,219,358,358,177.3697,388.0725,97.0824,79.7621,25.1098,358,179.0000,2,4534,0,457,0.5197,0.5082,0.0444,6,9,6,2
4492,138,1,1,1,0,139,278,278,219,388.0725,144.5856,415.1205,29.5169,32.6075,358,358.0000,1,418,0,875,0.5197,0.3897,0.0444,6,9,2,2
4493,138,1,1,1,0,358,239,239,199,144.5856,101.5997,100.7174,50.8552,55.8144,239,239.0000,0,0,1,1294,0.5082,0.3897,0.0296,6,9,3,2
4494,138,1,1,1,0,239,199,199,219,101.5997,103.0983,27.3130,82.6514,66.5676,199,199.0000,1,219,1,399,0.3762,0.3897,0.0247,6,9,4,2
4495,138,1,1,1,0,199,219,219,219,103.0983,453.0397,18.1108,79.8530,74.5017,219,219.0000,1,1392,1,775,0.3762,0.3897,0.0271,6,9,5,2
4496,138,2,1,1,0,278,219,219,199,453.0397,86.5014,495.0364,47.8174,115.0043,437,218.5000,0,0,1,2763,0.3897,0.3897,0.0541,6,9,1,2
4497,138,1,1,1,0,139,278,278,219,86.5014,111.7520,32.0624,59.5021,68.3100,159,159.0000,1,418,0,875,0.3897,0.3202,0.0197,6,9,2,2
4498,138,1,1,1,0,358,239,239,199,111.7520,68.3100,61.0000,59.5084,60.0750,199,199.0000,0,0,1,1294,0.3897,0.3202,0.0247,6,9,3,2
4499,138,1,1,1,0,239,199,199,219,68.3100,90.4005,18.0278,54.8293,49.5631,100,100.0000,1,219,1,399,0.3422,0.3202,0.0124,6,9,4,2
4500,138,1,1,1,0,358,239,239,199,90.4005,146.7183,125.1958,35.2598,41.6203,219,219.0000,0,0,1,1294,0.3377,0.2622,0.0271,6,9,3,2
4501,138,1,1,1,0,199,219,219,219,146.7183,164.6845,125.3994,22.7706,29.7321,278,278.0000,1,1392,1,775,0.3202,0.2622,0.0344,6,9,5,2
4502,138,3,2,1,0,219,219,358,358,164.6845,620.4839,75.3260,86.1452,118.1059,457,152.3333,2,4534,0,457,0.3202,0.2622,0.0566,6,9,6,2
4503,138,2,1,1,0,278,219,219,199,620.4839,0.0000,650.0377,35.7806,77.5000,835,417.5000,0,0,1,2763,0.2622,0.2622,0.1035,6,9,1,2
4504,139,1,1,1,0,0,139,139,139,0.0000,363.3098,0.0000,112.5444,104.1597,139,139.0000,1,3697,0,0,-0.0908,0.1662,0.0362,6,4,5,0
4505,139,1,1,1,0,139,139,139,159,363.3098,77.3596,407.3978,31.0040,34.1248,139,139.0000,1,3558,0,139,-0.0393,0.1882,0.0362,6,4,2,0
4506,139,1,1,1,0,139,159,159,199,77.3596,124.5361,102.0196,26.4764,35.6721,159,159.0000,0,0,1,318,-0.0393,0.1882,0.0414,6,4,1,0
4507,139,1,1,1,0,159,199,199,179,124.5361,171.4563,82.0792,69.5072,72.6705,199,199.0000,0,0,0,398,-0.0393,0.1882,0.0519,7,3,1,1
4508,139,2,2,1,0,199,179,298,139,171.4563,177.3415,64.8151,124.3111,53.4720,298,149.0000,0,0,0,596,-0.0393,0.1882,0.0777,7,3,2,1
4509,139,1,1,1,0,119,139,139,179,177.3415,137.5082,155.5635,24.7032,30.7774,139,139.0000,0,0,0,278,-0.0498,0.2292,0.0362,7,3,3,1
4510,139,1,1,1,0,139,179,179,179,137.5082,130.5412,88.2326,59.5504,68.4105,179,179.0000,0,0,0,358,-0.0563,0.2292,0.0467,7,3,4,1
4511,139,1,1,1,0,179,179,179,159,130.5412,127.5157,41.7253,106.0424,110.3925,179,179.0000,0,0,0,358,0.0392,0.2292,0.0467,7,3,5,1
4512,139,1,1,1,0,179,159,159,199,127.5157,133.5758,69.7782,75.3608,66.6652,159,159.0000,0,0,0,318,0.1662,0.3847,0.0414,7,3,6,1
4513,139,1,1,1,0,159,199,199,139,133.5758,784.7345,59.0339,80.8780,73.6767,199,199.0000,0,0,0,398,0.1882,0.4932,0.0519,7,3,7,1
4514,139,2,2,1,0,199,139,298,159,784.7345,201.4274,875.7288,80.5761,52.2805,298,149.0000,0,0,0,596,0.1882,0.4932,0.0777,7,2,1,1
4515,139,1,1,1,0,159,159,159,219,201.4274,206.6549,94.3663,114.1764,132.7074,159,159.0000,0,0,0,318,0.1882,0.4932,0.0414,7,2,2,1
4516,139,1,1,1,1,159,219,219,219,206.6549,130.4243,275.5449,78.5875,78.1041,219,219.0000,0,0,0,1074,0.2292,0.4932,0.0571,7,1,1,2
4517,139,1,1,1,0,219,219,219,139,130.4243,175.5883,40.7063,95.1065,94.3663,219,219.0000,0,0,0,438,0.2292,0.4932,0.0571,7,1,2,2
4518,139,1,1,1,0,219,139,139,258,175.5883,153.5985,142.2252,59.7013,40.0281,139,139.0000,0,0,0,278,0.2292,0.4932,0.0362,7,1,3,2
4519,139,1,1,1,0,139,258,258,159,153.5985,162.5192,98.4886,59.2980,60.6671,258,258.0000,0,0,0,516,0.3847,0.4932,0.0673,7,1,5,2
4520,139,3,3,1,0,258,159,437,318,162.5192,0.0000,96.0052,79.7120,39.3605,437,145.6667,0,0,0,874,0.4932,0.4932,0.1139,7,1,7,2
4521,139,1,1,1,1,159,219,219,219,561.9993,0.0000,639.3160,74.0270,75.5149,318,318.0000,0,0,0,1074,0.4932,0.4932,0.0829,7,1,1,2
4522,140,1,1,1,1,0,278,278,318,0.0000,741.5153,0.0000,79.2023,96.0117,278,278.0000,0,0,0,0,0.1942,0.1942,0.0551,10,4,9,1
4523,140,1,1,1,0,278,318,318,238,741.5153,409.1314,875.8225,151.9581,149.7005,318,318.0000,0,0,0,0,0.1942,0.1052,0.0630,6,3,1,0
4524,140,1,1,1,0,318,238,238,139,409.1314,306.9287,337.9260,72.8577,88.7764,238,238.0000,0,0,0,0,0.1942,0.1052,0.0472,6,3,5,0
4525,140,1,1,1,1,0,278,278,318,306.9287,230.9816,229.4014,82.5651,77.1897,139,139.0000,0,0,0,0,0.1052,0.1052,0.0275,10,4,9,1
4526,140,2,2,1,0,139,179,338,179,230.9816,385.5081,299.8133,78.1425,27.0416,338,169.0000,1,418,0,0,0.1052,0.1052,0.0670,7,5,6,0
4527,140,1,1,1,0,159,179,179,239,385.5081,172.9169,469.0096,71.9253,66.5169,179,179.0000,1,239,0,179,0.1052,0.1572,0.0355,7,5,2,0
4528,140,1,1,1,0,179,239,239,199,172.9169,89.4218,200.0225,31.7844,49.5404,239,239.0000,0,0,1,478,0.1052,0.1572,0.0474,7,5,1,0
4529,140,1,1,1,0,239,199,199,179,89.4218,176.3094,97.1288,81.5138,89.0126,199,199.0000,0,0,0,278,0.0657,0.1572,0.0394,5,6,1,2
4530,140,1,1,1,0,199,179,179,139,176.3094,224.0050,83.3607,89.4497,88.0738,179,179.0000,0,0,0,834,0.0657,0.1572,0.0355,5,6,2,2
4531,140,2,2,1,0,179,139,238,159,224.0050,231.0265,115.2128,111.3833,37.2626,238,119.0000,0,0,0,676,0.0657,0.1572,0.0472,5,6,3,2
4532,140,2,2,1,1,99,159,298,159,231.0265,46.7680,223.3786,9.3941,6.8007,298,149.0000,2,2940,0,1033,0.0947,0.1572,0.0590,5,6,5,2
4533,140,1,1,1,0,139,159,159,159,46.7680,89.8220,88.2043,48.0104,47.6366,159,159.0000,0,0,1,397,0.1572,0.0957,0.0315,5,6,4,2
4534,140,1,2,1,1,99,159,298,159,89.8220,649.1404,38.0789,56.5088,68.4690,159,159.0000,2,2940,0,1033,0.1572,0.0957,0.0315,5,6,5,2
4535,140,1,1,1,0,239,199,199,179,649.1404,225.7681,695.1216,49.3077,37.5533,139,139.0000,0,0,0,278,0.1572,0.0857,0.0275,5,6,1,2
4536,140,3,1,1,0,199,179,179,139,225.7681,133.5009,128.0000,92.4392,128.6643,417,139.0000,0,0,0,834,0.1572,0.1197,0.0826,5,6,2,2
4537,140,2,2,1,0,179,139,238,159,133.5009,91.0082,83.1865,64.2573,154.8427,338,169.0000,0,0,0,676,0.0797,0.3472,0.0670,5,6,3,2
4538,140,1,1,1,0,139,159,159,159,91.0082,87.6156,41.0366,60.0354,58.2602,119,119.0000,0,0,1,397,0.0797,0.3472,0.0236,5,6,4,2
4539,140,2,2,1,1,99,159,298,159,87.6156,239.7415,23.4307,70.2157,27.8568,298,149.0000,2,2940,0,1033,0.0857,0.3472,0.0590,5,6,5,2
4540,140,1,1,1,0,159,219,219,139,239.7415,331.7748,316.2910,71.3863,64.1950,219,219.0000,1,556,0,0,0.0857,0.3472,0.0434,7,7,4,1
4541,140,2,2,1,0,219,139,278,159,331.7748,628.4196,419.2338,92.8897,36.0555,278,139.0000,0,0,0,278,0.1197,0.1197,0.0551,7,7,1,1
4542,140,2,2,1,1,99,159,298,159,628.4196,0.0000,602.3189,36.1006,40.8534,278,139.0000,2,2940,0,1033,0.3472,0.3472,0.0551,5,6,5,2
4543,141,1,1,1,0,0,119,119,179,0.0000,72.5603,0.0000,48.3141,49.1757,119,119.0000,0,0,0,0,0.0457,0.2532,0.0605,5,4,1,0
4544,141,1,1,1,1,119,179,179,139,72.5603,130.5345,85.4400,37.7127,47.6760,179,179.0000,0,0,0,0,-0.0243,0.2532,0.0910,4,5,1,2
4545,141,1,1,1,0,179,139,139,119,130.5345,117.4617,118.0000,15.9138,19.1377,139,139.0000,0,0,0,0,-0.0378,0.2532,0.0707,4,5,2,2
4546,141,1,1,1,0,139,119,119,258,117.4617,139.6012,67.3647,52.1967,50.0400,119,119.0000,0,0,0,0,0.0962,0.2532,0.0605,4,5,3,2
4547,141,3,3,1,0,119,258,536,199,139.6012,425.2064,77.0260,65.4714,103.5205,536,178.6667,0,0,0,0,0.1637,0.2532,0.2725,4,5,4,2
4548,141,1,1,1,0,139,199,199,318,425.2064,80.2808,486.7628,69.8570,65.9242,199,199.0000,0,0,0,0,0.1637,0.2532,0.1012,6,6,1,0
4549,141,2,1,1,1,119,179,179,139,80.2808,0.0000,114.5469,49.0408,18.1177,676,338.0000,0,0,0,0,0.2532,0.2532,0.3437,4,5,1,2
4550,142,1,1,1,1,0,219,219,199,0.0000,264.6531,0.0000,77.5387,76.3692,219,219.0000,2,338,0,0,-0.0293,0.1347,0.0157,7,4,4,0
4551,142,1,1,1,1,219,199,199,199,264.6531,454.4370,318.6110,61.5873,57.1074,199,199.0000,0,0,0,338,-0.0293,0.1347,0.0143,7,4,1,0
4552,142,1,1,1,1,199,199,199,99,454.4370,87.7568,231.8361,220.5000,211.7859,199,199.0000,1,139,0,0,-0.0453,0.1347,0.0143,4,5,3,0
4553,142,1,1,1,0,199,99,99,199,87.7568,521.8058,14.0357,69.7316,59.7013,99,99.0000,0,0,0,0,-0.0453,0.1347,0.0071,4,5,4,0
4554,142,2,2,1,0,99,199,338,219,521.8058,95.1223,581.1730,54.7449,58.1055,338,169.0000,0,0,0,0,-0.0328,0.1347,0.0243,4,3,1,1
4555,142,1,1,1,0,139,219,219,99,95.1223,147.2175,96.0469,84.7172,83.0015,219,219.0000,0,0,0,0,-0.0068,0.1347,0.0157,5,2,1,1
4556,142,1,1,1,0,219,99,99,179,147.2175,226.7918,45.0111,103.2727,108.5104,99,99.0000,0,0,0,0,0.0602,0.1347,0.0071,5,2,2,1
4557,142,1,1,1,0,99,179,179,159,226.7918,196.0057,162.1974,67.7422,59.1354,179,179.0000,0,0,0,0,0.1347,0.1347,0.0129,5,2,3,1
4558,142,1,1,1,0,179,159,159,239,196.0057,120.2341,149.2146,46.3276,51.6236,159,159.0000,0,0,0,0,0.1347,0.1347,0.0114,5,2,4,1
4559,142,1,1,1,0,159,239,239,139,120.2341,541.4596,27.8568,93.0013,100.5050,239,239.0000,0,0,0,0,0.1347,0.0997,0.0172,5,2,5,1
4560,142,1,1,1,0,239,139,139,179,541.4596,205.5006,549.8509,13.0863,6.5192,139,139.0000,1,358,0,0,0.1347,0.0167,0.0100,7,1,3,0
4561,142,1,1,1,0,139,179,179,179,205.5006,149.6011,245.1000,38.3275,52.8867,179,179.0000,0,0,0,179,0.1347,0.0167,0.0129,7,1,1,0
4562,142,1,1,1,0,179,179,179,258,149.6011,249.3657,97.7394,65.4714,68.7314,179,179.0000,0,0,1,179,0.0997,-0.0118,0.0129,7,1,2,0
4563,142,1,1,1,0,179,258,258,239,249.3657,224.5674,172.4181,75.0816,73.9003,258,258.0000,0,0,0,0,0.0932,-0.0303,0.0185,7,1,4,0
4564,142,2,2,1,0,258,239,418,139,224.5674,630.9140,217.0829,21.1009,204.0245,418,209.0000,0,0,0,0,0.0167,-0.0403,0.0300,7,1,7,0
4565,142,1,1,1,1,0,219,219,199,630.9140,225.8462,665.4961,30.6023,23.5053,139,139.0000,2,338,0,0,-0.0303,0.0422,0.0100,7,4,4,0
4566,142,1,1,1,1,219,199,199,199,225.8462,374.0655,270.2665,39.0128,44.7465,139,139.0000,0,0,0,338,-0.0403,0.0422,0.0100,7,4,1,0
4567,142,1,1,0,1,139,179,179,139,374.0655,132.8053,319.0392,56.9320,68.1487,179,179.0000,0,0,0,0,-0.0403,0.0487,0.0129,7,4,5,0
4568,142,1,1,0,1,179,139,139,179,132.8053,161.3079,94.0000,45.7220,43.9118,139,139.0000,0,0,0,0,-0.0758,0.0487,0.0100,7,4,6,0
4569,142,1,1,0,1,139,179,179,119,161.3079,621.8637,89.1403,70.0179,65.6906,179,179.0000,0,0,0,0,-0.1108,0.0487,0.0129,7,4,7,0
4570,142,2,2,0,1,179,119,218,99,621.8637,246.1549,725.7617,99.0316,40.5771,218,109.0000,0,0,0,0,-0.0998,0.0552,0.0157,4,5,1,0
4571,142,1,1,1,1,199,199,199,99,246.1549,90.5884,228.1403,31.4682,20.2299,99,99.0000,1,139,0,0,-0.0998,0.0552,0.0071,4,5,3,0
4572,142,1,1,0,1,99,139,139,259,90.5884,182.3417,115.1217,30.7002,39.1184,139,139.0000,0,0,1,139,-0.0998,0.0552,0.0100,4,5,2,0
4573,142,1,1,1,0,139,259,259,219,182.3417,218.7521,227.2708,61.7920,64.8787,259,259.0000,0,0,0,0,-0.0998,0.0552,0.0186,4,6,1,0
4574,142,1,1,1,0,259,219,219,179,218.7521,299.8754,146.1677,77.6611,93.6056,219,219.0000,0,0,0,0,0.0422,0.0592,0.0157,4,6,3,0
4575,142,1,1,1,0,219,179,179,139,299.8754,561.0893,216.5202,92.5648,91.4945,179,179.0000,0,0,0,0,0.0487,0.0592,0.0129,4,6,4,0
4576,142,1,1,1,1,179,139,139,139,561.0893,182.6540,602.2242,39.2747,40.1995,139,139.0000,0,0,0,0,0.0487,0.1072,0.0100,6,7,1,1
4577,142,2,2,1,1,139,139,219,179,182.6540,476.5315,100.1798,85.5716,40.8718,219,109.5000,0,0,0,0,0.0487,0.2282,0.0157,6,7,2,1
4578,142,1,1,1,1,80,179,179,139,476.5315,202.2554,465.0871,20.5244,22.4722,179,179.0000,0,0,0,0,0.0552,0.2282,0.0129,6,7,5,1
4579,142,1,1,1,0,179,139,139,179,202.2554,775.7385,107.7868,87.0129,90.1124,139,139.0000,0,0,1,0,0.0552,0.2282,0.0100,6,7,6,1
4580,142,1,1,1,1,139,179,179,139,775.7385,90.6104,840.0119,68.3118,70.2140,179,179.0000,1,815,0,0,0.0552,0.2337,0.0129,6,8,1,1
4581,142,1,1,1,1,179,139,139,139,90.6104,156.7713,118.1524,41.8240,31.8944,139,139.0000,0,0,0,0,0.0482,0.2337,0.0100,6,7,1,1
4582,142,1,2,1,1,139,139,219,179,156.7713,144.6695,115.0043,51.5461,56.0022,80,80.0000,0,0,0,0,0.0437,0.2337,0.0058,6,7,2,1
4583,142,1,1,0,1,80,258,258,179,144.6695,377.3185,49.3660,94.7972,76.2266,258,258.0000,0,0,0,0,0.0592,0.2337,0.0185,6,7,3,1
4584,142,1,1,1,1,80,179,179,139,377.3185,599.9802,320.1000,53.7331,49.8448,179,179.0000,0,0,0,0,0.1072,0.2337,0.0129,6,7,5,1
4585,142,2,1,1,1,139,179,179,139,599.9802,234.5085,696.4948,97.2433,38.5032,278,139.0000,1,815,0,0,0.2282,0.2337,0.0200,6,8,1,1
4586,142,2,2,0,1,119,99,198,119,234.5085,139.5143,166.0753,81.0386,81.1542,198,99.0000,0,0,0,0,0.2282,0.2367,0.0142,6,8,2,1
4587,142,2,2,0,1,99,119,218,179,139.5143,261.3054,12.0830,126.5356,66.9403,218,109.0000,0,0,0,0,0.2337,0.2367,0.0157,6,8,3,1
4588,142,1,1,0,1,99,179,179,219,261.3054,177.4965,265.0679,4.5277,7.9057,179,179.0000,0,0,0,0,0.2337,0.2962,0.0129,6,8,5,1
4589,142,2,2,0,1,179,219,318,199,177.4965,824.8674,78.5175,97.9005,212.5376,318,159.0000,0,0,0,0,0.2337,0.3452,0.0229,6,8,6,1
4590,142,1,1,1,1,99,199,199,278,824.8674,103.2630,905.6296,84.8999,98.2344,199,199.0000,0,0,0,1152,0.2337,0.3452,0.0143,5,9,1,2
4591,142,1,1,1,0,199,278,278,219,103.2630,254.5314,49.3964,69.0887,70.2140,278,278.0000,0,0,0,1372,0.2312,0.3452,0.0200,5,9,2,2
4592,142,1,1,1,0,278,219,219,179,254.5314,140.1508,180.2249,73.0565,79.3363,219,219.0000,0,0,0,278,0.2367,0.3452,0.0157,5,9,3,2
4593,142,1,1,1,0,219,179,179,179,140.1508,214.0146,48.0521,95.3362,93.0121,179,179.0000,0,0,1,477,0.2367,0.3452,0.0129,5,9,4,2
4594,142,4,4,1,0,179,179,656,278,214.0146,842.5095,173.2339,35.0143,138.5036,656,164.0000,2,3776,0,497,0.3452,0.3682,0.0472,5,9,5,2
4595,142,1,1,1,1,99,199,199,278,842.5095,137.6090,915.0049,69.1809,54.3921,278,278.0000,0,0,0,1152,0.3452,0.3682,0.0200,5,9,1,2
4596,142,2,1,1,0,199,278,278,219,137.6090,160.2529,70.8308,60.3511,181.5833,418,209.0000,0,0,0,1372,0.3292,0.3682,0.0300,5,9,2,2
4597,142,2,1,1,0,278,219,219,179,160.2529,177.0572,73.3348,91.6542,40.5771,278,139.0000,0,0,0,278,0.3682,0.3682,0.0200,5,9,3,2
4598,142,2,1,1,0,219,179,179,179,177.0572,129.0136,87.4757,92.1588,186.1317,477,238.5000,0,0,1,477,0.3682,0.3482,0.0343,5,9,4,2
4599,142,3,4,1,0,179,179,656,278,129.0136,873.2899,84.1724,46.3519,187.9501,497,165.6667,2,3776,0,497,0.3682,0.3482,0.0357,5,9,5,2
4600,142,2,1,1,1,99,199,199,278,873.2899,149.7707,945.0429,88.0142,47.3207,437,218.5000,0,0,0,1152,0.3482,0.3377,0.0314,5,9,1,2
4601,142,2,1,1,0,199,278,278,219,149.7707,290.4385,86.0058,69.5881,206.8484,477,238.5000,0,0,0,1372,0.3377,0.3402,0.0343,5,9,2,2
4602,142,1,1,1,0,179,298,298,139,290.4385,181.9650,334.5161,52.0024,63.0496,298,298.0000,0,0,0,0,0.3377,0.3402,0.0214,4,10,1,0
4603,142,2,2,1,0,298,139,238,159,181.9650,235.0191,108.0417,71.2776,29.9040,238,119.0000,0,0,0,0,0.3362,0.3402,0.0171,4,10,2,0
4604,142,2,2,1,0,99,159,298,179,235.0191,199.7029,119.6035,119.2361,48.0521,298,149.0000,0,0,0,0,0.3402,0.3362,0.0214,4,10,3,0
4605,142,1,1,1,0,139,179,179,795,199.7029,0.0000,138.5208,67.2402,67.3146,179,179.0000,0,0,0,0,0.3402,0.3402,0.0129,4,10,4,0
4606,142,1,1,1,1,99,199,199,278,525.0260,0.0000,567.3738,50.2494,59.5399,795,795.0000,0,0,0,1152,0.3402,0.3402,0.0571,5,9,1,2
4607,143,1,1,1,0,0,179,179,119,0.0000,162.4815,0.0000,15.5724,4.6098,179,179.0000,0,0,0,0,0.1087,0.2777,0.0208,8,6,3,1
4608,143,1,1,1,0,179,119,119,179,162.4815,183.0027,145.0552,23.3452,18.5068,119,119.0000,0,0,0,0,0.1087,0.2777,0.0138,8,6,4,1
4609,143,1,1,1,0,119,179,179,119,183.0027,127.2095,173.0116,9.5131,20.1556,179,179.0000,0,0,0,0,0.1087,0.2777,0.0208,8,6,7,1
4610,143,1,1,1,0,179,119,119,199,127.2095,609.5697,71.7008,58.0086,66.0076,119,119.0000,0,0,0,0,0.1087,0.2777,0.0138,8,6,8,1
4611,143,1,1,1,0,119,199,199,179,609.5697,174.0180,697.4884,89.4050,93.0484,199,199.0000,0,0,0,0,0.1082,0.2777,0.0231,4,7,1,1
4612,143,1,1,1,0,199,179,179,99,174.0180,236.5021,77.1038,95.1591,93.6923,179,179.0000,0,0,0,0,0.2167,0.2777,0.0208,4,7,2,1
4613,143,1,1,1,0,179,99,99,199,236.5021,469.3149,186.0672,50.2494,53.1272,99,99.0000,0,0,0,0,0.2312,0.2777,0.0115,4,7,4,1
4614,143,1,1,1,0,99,199,199,179,469.3149,117.7763,507.7765,55.4617,50.4505,199,199.0000,0,0,0,0,0.2667,0.2777,0.0231,8,8,1,0
4615,143,1,1,1,0,199,179,179,99,117.7763,239.1025,56.6480,55.6103,67.1007,179,179.0000,0,0,0,0,0.2777,0.2312,0.0208,8,8,2,0
4616,143,2,2,1,0,179,99,278,298,239.1025,325.6275,187.5233,46.9308,31.5040,278,139.0000,0,0,0,0,0.2777,0.2312,0.0323,8,8,5,0
4617,143,2,2,1,0,179,298,378,239,325.6275,507.5355,416.1947,88.4604,47.1699,378,189.0000,0,0,0,0,0.2777,0.2312,0.0439,6,9,1,0
4618,143,1,1,1,0,80,239,239,199,507.5355,165.3390,322.0388,188.7651,184.7119,239,239.0000,0,0,0,0,0.2132,0.2312,0.0278,6,9,3,0
4619,143,1,1,1,0,239,199,199,139,165.3390,128.1327,113.9517,52.0433,50.7568,199,199.0000,0,0,0,0,0.2312,0.2312,0.0231,6,9,5,0
4620,143,1,1,1,0,199,139,139,219,128.1327,751.5585,72.1803,56.0022,59.8540,139,139.0000,0,0,0,0,0.2312,0.2312,0.0161,6,9,6,0
4621,143,1,1,1,0,139,219,219,179,751.5585,169.5007,838.6352,92.0014,71.0018,219,219.0000,0,0,0,0,0.2312,0.2067,0.0254,9,10,1,0
4622,143,1,1,1,0,219,179,179,238,169.5007,238.5886,77.0260,88.5056,80.5248,179,179.0000,0,0,0,0,0.2312,0.1682,0.0208,9,10,3,0
4623,143,1,1,1,0,179,238,238,179,238.5886,115.3917,181.0028,57.6303,65.3644,238,238.0000,0,0,0,0,0.2312,0.1682,0.0276,9,10,4,0
4624,143,1,1,1,0,238,179,179,179,115.3917,154.8233,55.9017,60.7968,63.9414,179,179.0000,0,0,0,0,0.2067,0.1682,0.0208,9,10,5,0
4625,143,1,1,1,0,179,179,179,119,154.8233,75.7380,112.4455,41.0761,29.1247,179,179.0000,0,0,0,0,0.0807,0.1682,0.0208,9,10,8,0
4626,143,1,1,1,0,179,119,119,239,75.7380,621.6257,38.0000,33.0000,63.0099,119,119.0000,0,0,0,0,0.0807,0.1682,0.0138,9,10,9,0
4627,143,1,1,1,0,119,239,239,238,621.6257,203.6719,645.5641,80.7419,72.9178,239,239.0000,0,0,0,219,0.0807,0.1682,0.0278,6,5,3,2
4628,143,1,1,1,1,239,238,238,119,203.6719,149.3067,129.6341,73.3843,77.1038,238,238.0000,1,537,1,1015,0.1682,0.1522,0.0276,6,5,5,2
4629,143,1,1,1,0,238,119,119,139,149.3067,709.5853,101.0792,53.7448,71.7722,119,119.0000,2,7117,0,139,0.1682,0.1237,0.0138,6,5,6,2
4630,143,2,2,1,1,119,139,378,179,709.5853,113.7772,768.0026,64.5019,167.5179,378,189.0000,0,0,0,1989,0.1682,0.1237,0.0439,6,5,1,2
4631,143,1,1,1,0,239,179,179,219,113.7772,111.0912,69.5845,53.7820,50.9608,179,179.0000,0,0,0,179,0.1522,0.0302,0.0208,6,5,2,2
4632,143,1,1,1,0,119,239,239,238,111.0912,81.0386,63.5059,48.9311,64.7341,219,219.0000,0,0,0,219,0.1237,-0.0098,0.0254,6,5,3,2
4633,143,1,1,1,0,219,139,139,259,81.0386,137.5082,60.4152,30.5655,39.0512,139,139.0000,0,0,1,139,0.0757,-0.0098,0.0161,6,5,4,2
4634,143,1,1,1,1,239,238,238,119,137.5082,141.0000,41.5933,99.0581,85.5935,259,259.0000,1,537,1,1015,0.0302,0.0752,0.0301,6,5,5,2
4635,143,1,1,1,0,238,119,119,139,141.0000,168.2149,81.0000,53.6493,51.1566,139,139.0000,2,7117,0,139,-0.0243,0.0752,0.0161,6,5,6,2
4636,143,1,1,1,1,239,238,238,119,168.2149,496.7809,226.0022,57.3781,60.4194,159,159.0000,1,537,1,1015,-0.0098,0.0752,0.0185,6,5,5,2
4637,143,2,2,1,0,159,139,278,99,496.7809,108.5012,592.8389,103.0643,49.9124,278,139.0000,0,0,0,556,-0.0098,0.0752,0.0323,6,4,1,0
4638,143,2,2,1,0,139,99,198,179,108.5012,87.8208,89.3085,102.6706,98.7180,198,99.0000,0,0,0,396,-0.0098,0.0752,0.0230,6,3,1,1
4639,143,1,1,1,0,99,179,179,179,87.8208,148.1022,71.7008,15.5322,8.6023,179,179.0000,0,0,0,358,-0.0108,0.0752,0.0208,9,2,2,1
4640,143,1,1,0,1,179,179,179,179,148.1022,174.5029,152.5025,32.1753,29.7321,179,179.0000,0,0,0,358,-0.0183,0.0752,0.0208,6,3,3,1
4641,143,2,2,0,1,179,179,318,219,174.5029,166.0120,93.4077,86.6098,208.0727,318,159.0000,0,0,0,636,0.0752,0.0752,0.0369,6,3,4,1
4642,143,1,1,0,1,139,219,219,139,166.0120,182.9624,63.7887,102.0600,98.0319,219,219.0000,0,0,1,1869,0.0752,0.0522,0.0254,6,3,5,1
4643,143,1,1,0,1,219,139,139,219,182.9624,229.7401,164.0030,18.7216,24.0104,139,139.0000,1,477,0,278,0.0752,0.0522,0.0161,6,3,6,1
4644,143,2,1,0,1,139,219,219,139,229.7401,225.1227,284.3449,56.0357,158.0388,477,238.5000,0,0,1,1869,0.0752,0.0522,0.0554,6,3,5,1
4645,143,1,1,1,1,239,238,238,119,225.1227,526.1654,320.0281,144.5631,143.4617,219,219.0000,1,537,1,1015,0.0522,0.0522,0.0254,6,5,5,2
4646,143,2,2,1,1,119,139,378,179,526.1654,0.0000,670.7637,145.6237,31.8944,537,268.5000,0,0,0,1989,0.0522,0.0522,0.0624,6,5,1,2
4647,144,1,1,1,1,0,159,159,179,0.0000,442.6073,0.0000,115.2964,115.3267,159,159.0000,0,0,1,0,-0.1613,-0.0683,0.0174,4,5,4,0
