"UNITID","school_name","city","state","zip","school_webpage","latitude","longitude","admission_rate","sat_verbal_midrange","sat_math_midrange","sat_writing_midrange","act_combined_midrange","act_english_midrange","act_math_midrange","act_writing_midrange","sat_total_average","undergrad_size","percent_white","percent_black","percent_hispanic","percent_asian","percent_part_time","average_cost_academic_year","average_cost_program_year","tuition_(instate)","tuition_(out_of_state)","spend_per_student","faculty_salary","percent_part_time_faculty","percent_pell_grant","completion_rate","predominant_degree","highest_degree","ownership","region","gender","carnegie_basic_classification","carnegie_undergraduate","carnegie_size","religious_affiliation","percent_female","agege24","faminc","mean_earnings_6_years","median_earnings_6_years","mean_earnings_10_years","median_earnings_10_years"
206695,'Youngstown State University',Youngstown,OH,44555-0001,www.ysu.edu,41.1056,-80.6465,?,?,?,?,?,?,?,?,?,11613.0,0.7486,0.1365,0.0326,0.009000000000000001,0.1939,17350.0,?,8129.0,8358.0,7008.0,7905.0,0.9977,0.512,0.3266,Bachelors,Graduate,Public,'Great Lakes',COED,'Master\'s Colleges and Universities (larger programs)','Medium full-time four-year inclusivestudents with varying levels academic preparation and achievement)','Large 4-year primarily nonresidential (over 9999)',?,0.56000000238418,0.25,49278.51,31400.0,27800.0,38400.0,34800.0
206783,'American Broadcasting School-Oklahoma City','Oklahoma City',OK,73115,www.radioschool.com,35.4353,-97.4361,?,?,?,?,?,?,?,?,?,24.0,0.4583,0.5,0.0417,0.0,0.0,?,17256.0,?,?,11623.0,?,?,0.6341,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.31000000238418,0.72000002861022,26908.61,23100.0,21200.0,28200.0,26000.0
206817,'Bacone College',Muskogee,OK,74403-1597,www.bacone.edu,35.7771,-95.3353,0.7182,418.0,448.0,?,17.0,16.0,17.0,?,836.0,891.0,0.1908,0.2929,0.0786,0.0281,0.1145,26400.0,?,14050.0,14050.0,3605.0,4754.0,0.3958,0.9451,0.0536,Bachelors,Bachelors,'Private nonprofit','Southwest',COED,'Baccalaureate/Associate\'s Colleges','Full-time four-year inclusive','Very small 4-year primarily residential (less than 1000)','American Baptist',0.5,0.31999999284744,38304.98,29200.0,26300.0,33700.0,30600.0
206835,'Oklahoma Wesleyan University',Bartlesville,OK,74006-6299,www.okwu.edu,36.7178,-95.9541,0.4934,465.0,495.0,450.0,21.0,20.0,21.0,?,981.0,1110.0,0.6757,0.0721,0.0712,0.0027,0.4856,32241.0,?,22252.0,22252.0,6127.0,5309.0,0.3077,0.4207,0.5688,Bachelors,Graduate,'Private nonprofit','Southwest',COED,'Baccalaureate Colleges--Diverse Fields','Higher part-time four-year','Very small 4-year primarily residential (less than 1000)',Wesleyan,0.68000000715255,0.56000000238418,61956.88,43100.0,38900.0,49800.0,44000.0
206862,'Southern Nazarene University',Bethany,OK,73008,SNU.EDU,35.5133,-97.6295,?,?,?,?,?,?,?,?,?,1694.0,0.6706,0.1423,0.062,0.0283,0.0372,31210.0,?,22044.0,22044.0,8370.0,5735.0,0.9684,0.5369,0.4702,Bachelors,Graduate,'Private nonprofit','Southwest',COED,'Master\'s Colleges and Universities (larger programs)','Full-time four-year selective lower transfer-in','Small 4-year highly residential (1000 to 2999)','Church of the Nazarene',0.50999999046325,0.46000000834465,64480.9,42700.0,37300.0,51400.0,45800.0
206880,'Broken Arrow Beauty College-Broken Arrow','Broken Arrow',OK,74012,www.babeautycollege.com,36.0493,-95.7975,?,?,?,?,?,?,?,?,?,90.0,0.6667,0.0556,0.0222,0.0111,0.0111,?,13831.0,?,?,2473.0,?,?,0.5959,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.94999998807907,0.43999999761581,42250.92,16500.0,14900.0,21000.0,16600.0
206905,'Pontotoc Technology Center',Ada,OK,74820,www.pontotoctech.edu,34.7519,-96.6818,?,?,?,?,?,?,?,?,?,117.0,0.6068,0.0256,0.0256,0.0085,0.1795,?,11321.0,?,?,23576.0,?,?,0.6875,?,Certificate,Certificate,Public,'Southwest',COED,?,?,?,?,0.77999997138977,0.57999998331069,13449.85,22400.0,19600.0,29300.0,28900.0
206914,'Cameron University',Lawton,OK,73505-6377,www.cameron.edu,34.6065,-98.4342,?,?,?,?,?,?,?,?,?,5043.0,0.4807,0.1658,0.1192,0.0174,0.2895,14852.0,?,5055.0,12495.0,6776.0,5919.0,0.6231,0.4859,0.2025,Bachelors,Graduate,Public,'Southwest',COED,'Master\'s Colleges and Universities (smaller programs)','Medium full-time four-year inclusivestudents with varying levels academic preparation and achievement)','Medium 4-year primarily nonresidential (3000 to 9999)',?,0.64999997615814,0.46000000834465,32437.47,29800.0,26400.0,38100.0,33900.0
206923,'Carl Albert State College',Poteau,OK,74953-5208,www.carlalbert.edu,35.0382,-94.6338,?,?,?,?,?,?,?,?,?,2225.0,0.5879,0.0315,0.0467,0.0036,0.2804,10449.0,?,2808.0,5808.0,4051.0,4080.0,0.5,0.4543,?,Associate,Associate,Public,'Southwest',COED,'Associate\'s--Public Rural-serving Medium','Medium full-time two-year','Small 2-year (500 to 1999)',?,0.68999999761581,0.4699999988079,25918.39,24600.0,20900.0,30600.0,25900.0
206932,'Central State Beauty Academy','Oklahoma City',OK,73162-6007,www.csbaokc.com/,35.5715,-97.66799999999999,?,?,?,?,?,?,?,?,?,104.0,0.3846,0.3269,0.0769,0.0192,0.3558,?,17256.0,?,?,5226.0,?,?,0.7829,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.94999998807907,0.56000000238418,24246.89,15400.0,12500.0,17800.0,13700.0
206941,'University of Central Oklahoma',Edmond,OK,73034,www.uco.edu,35.6582,-97.471,0.8398,?,?,?,22.0,21.0,22.0,?,1030.0,15119.0,0.5982,0.0888,0.07400000000000001,0.0317,0.2814,16684.0,?,5437.0,13551.0,6560.0,6382.0,0.9819,0.3496,0.3562,Bachelors,Graduate,Public,'Southwest',COED,'Master\'s Colleges and Universities (larger programs)','Medium full-time four-year selective higher transfer-in','Large 4-year primarily nonresidential (over 9999)',?,0.60000002384185,0.25,49363.75,34200.0,31600.0,44100.0,38400.0
206969,'Claremore Beauty College',Claremore,OK,74017,claremorebeautycollege.com,36.3126,-95.6129,?,?,?,?,?,?,?,?,?,17.0,0.8824,0.0,0.0,0.0,0.0,?,8793.0,?,?,832.0,?,?,0.92,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.87999999523162,0.56000000238418,20350.56,?,?,?,?
206996,'Connors State College',Warner,OK,74469,www.connorsstate.edu,35.4929,-95.3195,?,?,?,?,?,?,?,?,?,1880.0,0.5138,0.0926,0.0277,0.0032,0.2989,13115.0,?,3352.0,7578.0,3667.0,4426.0,0.9833,0.5598,?,Associate,Associate,Public,'Southwest',COED,'Associate\'s--Public Rural-serving Medium','Medium full-time two-year','Small 2-year (500 to 1999)',?,0.68000000715255,0.40999999642372,29837.54,27500.0,23600.0,33100.0,29800.0
207041,'East Central University',Ada,OK,74820-6999,https://www.ecok.edu,34.7738,-96.6642,0.9814,450.0,495.0,?,21.0,20.0,19.0,?,969.0,3757.0,0.5882,0.0389,0.0482,0.0043,0.1853,13735.0,?,5241.0,12643.0,7061.0,5225.0,1.0,0.4848,0.3384,Bachelors,Graduate,Public,'Southwest',COED,'Master\'s Colleges and Universities (larger programs)','Full-time four-year inclusive','Medium 4-year primarily residential (3000 to 9999)',?,0.61000001430511,0.30000001192092,37633.71,31500.0,30100.0,38800.0,34500.0
207050,'Eastern Oklahoma State College',Wilburton,OK,74578-4999,www.eosc.edu,34.9133,-95.3277,?,?,?,?,?,?,?,?,?,1477.0,0.5972,0.0616,0.0345,0.0014,0.3324,8757.0,?,3528.0,7145.0,6077.0,5675.0,0.4754,0.18899999999999997,?,Associate,Associate,Public,'Southwest',COED,'Associate\'s--Public Rural-serving Small','Mixed part/full-time two-year','Small 2-year (500 to 1999)',?,0.66000002622604,0.36000001430511,27220.51,27400.0,23700.0,33400.0,29800.0
207069,'Redlands Community College','El Reno',OK,73036-5304,www.redlandscc.edu,35.5185,-97.9746,?,?,?,?,?,?,?,?,?,1521.0,0.6391,0.0559,0.071,0.0099,0.4938,11719.0,?,3495.0,5795.0,5177.0,4321.0,0.2807,0.3335,?,Associate,Associate,Public,'Southwest',COED,'Associate\'s--Public Suburban-serving Single Campus','Higher part-time two-year','Small 2-year (500 to 1999)',?,0.69999998807907,0.4699999988079,33571.07,31400.0,27000.0,39600.0,33000.0
207087,'Enid Beauty College',Enid,OK,73703-4538,www.enidokbeautycollege.com,36.3969,-97.855,?,?,?,?,?,?,?,?,?,43.0,0.907,0.0233,0.0465,0.0,0.0,?,21251.0,?,?,4480.0,?,?,0.5147,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.93999999761581,0.40000000596046,20108.3,?,?,?,?
207102,'Eves College of Hairstyling',Lawton,OK,73501,www.goelitecollege.com,34.6048,-98.402,?,?,?,?,?,?,?,?,?,86.0,0.593,0.1628,0.09300000000000001,0.0,0.0,?,15059.0,?,?,1201.0,?,?,0.7296,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.94999998807907,0.50999999046325,14067.95,14100.0,11700.0,18900.0,16900.0
207157,'Hillsdale Free Will Baptist College',Moore,OK,73160,www.hc.edu,35.3008,-97.4911,0.4331,425.0,413.0,380.0,19.0,19.0,20.0,?,899.0,195.0,0.6769,0.1231,0.0718,0.0051,0.1385,23637.0,?,11600.0,11600.0,3755.0,2709.0,0.4528,0.5373,0.5119,Bachelors,Graduate,'Private nonprofit','Southwest',COED,'Special Focus Institutions--Theological seminaries Bible colleges and other faith-related institutions',?,?,'Free Will Baptist Church',0.38999998569488,0.14000000059604,45723.57,34800.0,28200.0,37200.0,33400.0
207166,'Hollywood Cosmetology Center',Norman,OK,73069,hollywoodcosmetologyschool.com,35.2038,-97.4668,?,?,?,?,?,?,?,?,?,17.0,1.0,0.0,0.0,0.0,0.0,?,14566.0,?,?,1896.0,?,?,1.0,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.97000002861022,0.57999998331069,14593.31,?,?,?,?
207209,'Langston University',Langston,OK,73050,www.lunet.edu,35.944,-97.2603,?,?,?,?,?,?,?,?,?,2062.0,0.0757,0.8817,0.0131,0.0087,0.1072,13531.0,?,3815.0,9239.0,7330.0,6366.0,1.0,0.7167,0.2057,Bachelors,Graduate,Public,'Southwest',COED,'Master\'s Colleges and Universities (smaller programs)','Full-time four-year inclusive','Small 4-year primarily residential (1000 to 2999)',?,0.51999998092651,0.20000000298023,27434.5,24900.0,21700.0,32400.0,28400.0
207236,'Murray State College',Tishomingo,OK,73460,www.mscok.edu,34.2229,-96.6779,?,?,?,?,?,?,?,?,?,1802.0,0.5943,0.0494,0.0633,0.0022,0.4362,13665.0,?,4134.0,9292.0,4053.0,4452.0,1.0,0.6259,?,Associate,Associate,Public,'Southwest',COED,'Associate\'s--Public Rural-serving Medium','Mixed part/full-time two-year','Small 2-year (500 to 1999)',?,0.64999997615814,0.41999998688697,30586.21,28200.0,24300.0,34400.0,30500.0
207254,'Spartan College of Aeronautics and Technology',Tulsa,OK,74115,www.spartan.edu,36.178000000000004,-95.87899999999999,1.0,?,?,?,?,?,?,?,?,817.0,0.5814,0.1175,0.1408,0.033,0.0,26339.0,?,15915.0,15915.0,6191.0,4540.0,?,0.6406,0.4269,Certificate,Bachelors,'Private for-profit','Southwest',COED,'Special Focus Institutions--Other technology-related schools',?,?,?,0.07999999821186,0.27000001072883,45986.56,38900.0,34100.0,42700.0,37900.0
207263,'Northeastern State University',Tahlequah,OK,74464-2399,www.nsuok.edu,35.9205,-94.9685,0.7337,?,?,?,21.0,20.0,21.0,?,970.0,7215.0,0.5185,0.0488,0.0371,0.0172,0.2678,13296.0,?,4992.0,12012.0,7338.0,5721.0,0.609,0.4926,0.2969,Bachelors,Graduate,Public,'Southwest',COED,'Master\'s Colleges and Universities (larger programs)','Medium full-time four-year selective higher transfer-in','Medium 4-year primarily nonresidential (3000 to 9999)',?,0.62000000476837,0.34000000357627,38778.6,30600.0,29500.0,38600.0,35000.0
207272,'Beauty Technical College Inc',Tahlequah,OK,74465,www.beautytechnicalcollege.com,35.9149,-94.9483,?,?,?,?,?,?,?,?,?,24.0,0.5,0.0,0.0,0.0,0.0,?,8950.0,?,?,972.0,?,?,0.9846,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.95999997854232,0.56999999284744,12814.26,?,?,?,?
207281,'Northern Oklahoma College',Tonkawa,OK,74653,www.noc.edu,36.6788,-97.2975,?,?,?,?,?,?,?,?,?,4205.0,0.765,0.0507,0.0592,0.0095,0.4492,10498.0,?,3019.0,7459.0,6283.0,5192.0,1.0,0.2839,?,Associate,Associate,Public,'Southwest',COED,'Associate\'s--Public Rural-serving Medium','Mixed part/full-time two-year','Medium 2-year (2000 to 4999)',?,0.58999997377395,0.34000000357627,38569.45,28100.0,24700.0,34900.0,30400.0
207290,'Northeastern Oklahoma A&M College',Miami,OK,74354,www.neo.edu,36.8782,-94.8648,?,?,?,?,?,?,?,?,?,2137.0,0.5924,0.0791,0.0267,0.0103,0.1937,12946.0,?,3525.0,8280.0,3980.0,3742.0,0.5476,0.5768,?,Associate,Associate,Public,'Southwest',COED,'Associate\'s--Public Rural-serving Medium','Medium full-time two-year','Small 2-year (500 to 1999)',?,0.52999997138977,0.27000001072883,35140.58,25900.0,22500.0,33900.0,28600.0
207306,'Northwestern Oklahoma State University',Alva,OK,73717-2799,www.nwosu.edu,36.7963,-98.6676,0.598,?,?,?,20.0,19.0,20.0,?,930.0,2005.0,0.6673,0.0693,0.0668,0.0065,0.2439,13065.0,?,5642.0,11764.0,6634.0,5246.0,1.0,0.4177,0.314,Bachelors,Graduate,Public,'Southwest',COED,'Master\'s Colleges and Universities (smaller programs)','Medium full-time four-year inclusivestudents with varying levels academic preparation and achievement)','Small 4-year primarily residential (1000 to 2999)',?,0.60000002384185,0.28000000119209,42897.39,30400.0,28300.0,43600.0,36100.0
207324,'Oklahoma Christian University',Edmond,OK,73013-1100,www.oc.edu,35.609,-97.4683,0.6321,540.0,530.0,505.0,25.0,24.0,25.0,7.0,1124.0,1949.0,0.8784,0.0385,0.0282,0.0334,0.0431,29359.0,?,18800.0,18800.0,8096.0,6581.0,1.0,0.2707,0.4875,Bachelors,Graduate,'Private nonprofit','Southwest',COED,'Master\'s Colleges and Universities (medium programs)','Full-time four-year selective higher transfer-in','Small 4-year highly residential (1000 to 2999)','Churches of Christ',0.54000002145767,0.03999999910593,78247.94,30400.0,27700.0,41100.0,35600.0
207342,'University of Oklahoma-Health Sciences Center','Oklahoma City',OK,73104-5499,ouhsc.edu,35.4793,-97.4963,?,?,?,?,?,?,?,?,?,818.0,0.6809,0.0428,0.0709,0.0599,0.044000000000000004,?,?,?,?,43531.0,7602.0,0.6854,0.2949,?,Bachelors,Graduate,Public,'Southwest',COED,'Special Focus Institutions--Medical schools and medical centers',?,?,?,0.86000001430511,0.4699999988079,63519.6,45100.0,37900.0,58000.0,46600.0
207351,'Oklahoma Panhandle State University',Goodwell,OK,73939-0430,www.opsu.edu,36.5945,-101.6385,0.4767,?,?,?,19.0,18.0,19.0,?,890.0,1238.0,0.6365,0.1002,0.1575,0.0081,0.1648,15439.0,?,6739.0,6739.0,5257.0,4967.0,0.6344,0.4554,0.2264,Bachelors,Bachelors,Public,'Southwest',COED,'Baccalaureate Colleges--Diverse Fields','Full-time four-year inclusive','Small 4-year primarily residential (1000 to 2999)',?,0.50999999046325,0.20000000298023,42766.16,31600.0,29200.0,40500.0,34400.0
207388,'Oklahoma State University-Main Campus',Stillwater,OK,74078-1015,www.okstate.edu/,36.1231,-97.0697,0.7602,545.0,570.0,?,25.0,25.0,24.0,?,1138.0,20314.0,0.7222,0.05,0.0472,0.0153,0.1264,21338.0,?,7442.0,20027.0,8346.0,8254.0,0.8686,0.2914,0.5956,Bachelors,Graduate,Public,'Southwest',COED,'Research Universities (high research activity)','Full-time four-year selective higher transfer-in','Large 4-year primarily residential (over 9999)',?,0.5,0.14000000059604,67548.85,39900.0,35700.0,50700.0,43400.0
207397,'Oklahoma State University-Oklahoma City','Oklahoma City',OK,73107-6195,www.osuokc.edu,35.4753,-97.5833,?,?,?,?,?,?,?,?,?,6529.0,0.5687,0.1654,0.0908,0.0228,0.6557,9634.0,?,2661.0,7224.0,4490.0,5513.0,1.0,0.4194,0.0591,Associate,Bachelors,Public,'Southwest',COED,'Associate\'s--Public 4-year Primarily Associate\'s','Higher part-time four-year','Medium 4-year primarily nonresidential (3000 to 9999)',?,0.66000002622604,0.57999998331069,32310.92,31800.0,28300.0,39100.0,34400.0
207403,'Oklahoma Baptist University',Shawnee,OK,74804,www.okbu.edu,35.3599,-96.9343,0.5646,530.0,535.0,?,24.0,24.0,23.0,?,1098.0,1882.0,0.7056,0.0489,0.0473,0.0069,0.0244,31759.0,?,21842.0,21842.0,6372.0,6090.0,0.6667,0.3326,0.546,Bachelors,Graduate,'Private nonprofit','Southwest',COED,'Baccalaureate Colleges--Diverse Fields','Full-time four-year selective higher transfer-in','Small 4-year highly residential (1000 to 2999)',Baptist,0.57999998331069,0.07999999821186,67085.53,32900.0,31500.0,37700.0,35300.0
207449,'Oklahoma City Community College','Oklahoma City',OK,73159-9987,www.occc.edu,35.3877,-97.5701,?,?,?,?,?,?,?,?,?,12594.0,0.5646,0.0857,0.0909,0.0383,0.6353,12221.0,?,3091.0,7891.0,4723.0,5486.0,1.0,0.425,?,Associate,Associate,Public,'Southwest',COED,'Associate\'s--Public Urban-serving Single Campus','Higher part-time two-year','Large 2-year ( 5000 to 9999)',?,0.63999998569488,0.4699999988079,33808.79,30800.0,27600.0,38200.0,33000.0
207458,'Oklahoma City University','Oklahoma City',OK,73106-1402,www.okcu.edu,35.4953,-97.5412,0.7198,555.0,555.0,550.0,26.0,27.0,25.0,8.0,1163.0,1954.0,0.5773,0.0619,0.0793,0.0205,0.1024,41431.0,?,29426.0,29426.0,12581.0,7055.0,0.6104,0.1991,0.6075,Bachelors,Graduate,'Private nonprofit','Southwest',COED,'Master\'s Colleges and Universities (larger programs)','Full-time four-year more selective higher transfer-in','Medium 4-year highly residential (3000 to 9999)','United Methodist',0.62999999523162,0.31000000238418,66323.91,40400.0,34000.0,45100.0,39400.0
207500,'University of Oklahoma-Norman Campus',Norman,OK,73019-3072,www.ou.edu,35.2082,-97.4457,0.8044,565.0,590.0,?,26.0,26.0,26.0,?,1176.0,20528.0,0.6248,0.049,0.0885,0.055999999999999994,0.1524,23263.0,?,8916.0,21105.0,11985.0,9273.0,0.8207,0.2491,0.6629,Bachelors,Graduate,Public,'Southwest',COED,'Research Universities (very high research activity)','Full-time four-year more selective higher transfer-in','Large 4-year primarily residential (over 9999)',?,0.54000002145767,0.20000000298023,66684.98,45100.0,37900.0,58000.0,46600.0
207537,'Oklahoma School of Photography',Moore,OK,73160,www.schoolofphotography.edu,35.3583,-97.4981,?,?,?,?,?,?,?,?,?,44.0,0.75,0.1364,0.0,0.0,0.0,?,18274.0,?,?,6171.0,?,?,0.8571,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.81000000238418,0.56000000238418,35541.23,?,?,27800.0,24300.0
207564,'Oklahoma State University Institute of Technology',Okmulgee,OK,74447-3901,www.osuit.edu/,35.6286,-95.9404,?,?,?,?,?,?,?,?,?,2841.0,0.5593,0.0556,0.0517,0.0095,0.2689,12161.0,?,4395.0,10005.0,5857.0,4529.0,0.7069,0.3822,0.2624,Associate,Bachelors,Public,'Southwest',COED,'Associate\'s--Public 4-year Primarily Associate\'s','Higher part-time four-year','Small 4-year primarily residential (1000 to 2999)',?,0.37000000476837,0.31999999284744,36158.87,34400.0,28500.0,38200.0,33000.0
207582,'Oral Roberts University',Tulsa,OK,74171,oru.edu,36.0507,-95.9542,0.4354,515.0,505.0,?,23.0,23.0,22.0,?,1037.0,2884.0,0.5201,0.1488,0.0752,0.0229,0.1273,35070.0,?,22508.0,22508.0,7486.0,6551.0,0.6367,0.4396,0.5336,Bachelors,Graduate,'Private nonprofit','Southwest',COED,'Master\'s Colleges and Universities (smaller programs)','Full-time four-year selective higher transfer-in','Small 4-year highly residential (1000 to 2999)','Other Protestant',0.61000001430511,0.14000000059604,66075.88,31900.0,28400.0,39200.0,34900.0
207607,'Tulsa Technology Center-Peoria Campus',Tulsa,OK,74106-1619,www.tulsatech.edu,36.2106,-95.9775,?,?,?,?,?,?,?,?,?,624.0,0.6442,0.1314,0.1058,0.0176,0.8045,?,14930.0,?,?,11092.0,?,?,0.1306,?,Certificate,Certificate,Public,'Southwest',COED,?,?,?,?,0.66000002622604,0.68999999761581,15867.28,28700.0,27500.0,40500.0,39200.0
207625,'Platt College-Central OKC','Oklahoma City',OK,73128-1112,www.plattcollege.edu,35.463,-97.6104,?,?,?,?,?,?,?,?,?,200.0,0.47,0.29,0.135,0.025,0.0,?,22795.0,?,?,2489.0,3603.0,0.6875,0.8949,?,Certificate,Associate,'Private for-profit','Southwest',COED,'Associate\'s--Private For-profit','Higher full-time two-year','Very small 2-year (less than 500)',?,0.83999997377395,0.66000002622604,22822.44,26600.0,23300.0,22800.0,20600.0
207661,'Rogers State University',Claremore,OK,74017-3252,www.rsu.edu,36.3196,-95.6357,0.5445,?,?,?,20.0,20.0,19.0,?,950.0,3957.0,0.5969,0.0316,0.0397,0.0182,0.3445,17213.0,?,5349.0,12005.0,5098.0,5534.0,0.3864,0.4721,0.2131,Bachelors,Bachelors,Public,'Southwest',COED,'Baccalaureate/Associate\'s Colleges','Medium full-time four-year inclusivestudents with varying levels academic preparation and achievement)','Medium 4-year primarily nonresidential (3000 to 9999)',?,0.64999997615814,0.40000000596046,38422.73,29600.0,26300.0,35400.0,32600.0
207670,'Rose State College','Midwest City',OK,73110-2799,www.rose.edu,35.4443,-97.4139,?,?,?,?,?,?,?,?,?,6427.0,0.5782,0.1705,0.054000000000000006,0.0208,0.5885,12390.0,?,3104.0,9346.0,5199.0,5063.0,0.3411,0.4015,?,Associate,Associate,Public,'Southwest',COED,'Associate\'s--Public Suburban-serving Single Campus','Higher part-time two-year','Large 2-year ( 5000 to 9999)',?,0.68999999761581,0.50999999046325,30776.64,29300.0,26300.0,35600.0,31400.0
207689,'Saint Gregory\'s University',Shawnee,OK,74804,www.stgregorys.edu,35.3674,-96.9542,0.9468,?,?,?,?,?,?,?,?,624.0,0.4824,0.0785,0.1474,0.0112,0.4087,32671.0,?,20595.0,20595.0,5065.0,4556.0,0.3222,0.4193,0.24100000000000002,Bachelors,Graduate,'Private nonprofit','Southwest',COED,'Baccalaureate Colleges--Diverse Fields','Full-time four-year inclusive','Very small 4-year highly residential (less than 1000)','Roman Catholic',0.62999999523162,0.58999997377395,49480.38,36600.0,32200.0,42200.0,38200.0
207704,'Standard Beauty College of Oklahoma','Sand Springs',OK,74063-0759,sandspringsbeautycollege.com,36.1383,-96.1098,?,?,?,?,?,?,?,?,?,83.0,0.7711,0.0964,0.0241,0.0361,0.0,?,17791.0,?,?,1333.0,?,?,0.6393,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.9200000166893,0.60000002384185,28387.76,17400.0,16100.0,22200.0,17900.0
207722,'University of Science and Arts of Oklahoma',Chickasha,OK,73018-5322,www.usao.edu,35.0314,-97.9564,0.6246,510.0,480.0,?,21.0,22.0,20.0,?,990.0,864.0,0.6852,0.037000000000000005,0.0602,0.0058,0.0683,15440.0,?,4866.0,11298.0,6819.0,5379.0,0.6593,0.46399999999999997,0.3788,Bachelors,Bachelors,Public,'Southwest',COED,'Baccalaureate Colleges--Arts & Sciences','Full-time four-year selective higher transfer-in','Very small 4-year primarily residential (less than 1000)',?,0.60000002384185,0.20000000298023,45306.55,29100.0,27500.0,33700.0,30700.0
207740,'Seminole State College',Seminole,OK,74868-1901,www.sscok.edu,35.249,-96.704,?,?,?,?,?,?,?,?,?,1618.0,0.6193,0.0649,0.0321,0.0056,0.4333,14233.0,?,3425.0,8075.0,4012.0,3760.0,0.4494,0.4389,?,Associate,Associate,Public,'Southwest',COED,'Associate\'s--Public Rural-serving Medium','Mixed part/full-time two-year','Small 2-year (500 to 1999)',?,0.6700000166893,0.38999998569488,26782.6,25100.0,21200.0,32500.0,28000.0
207786,'Southern School of Beauty Inc',Durant,OK,74701-5008,www.southernschoolofbeauty.net,33.9911,-96.37700000000001,?,?,?,?,?,?,?,?,?,30.0,0.6,0.0333,0.0333,0.0,0.0,?,6862.0,?,?,2699.0,?,?,0.9091,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.94999998807907,0.52999997138977,15289.39,15300.0,11500.0,19500.0,13800.0
207847,'Southeastern Oklahoma State University',Durant,OK,74701-0609,www.se.edu,34.0036,-96.3764,0.7992,?,?,?,20.0,19.0,19.0,?,950.0,3363.0,0.5483,0.0562,0.0401,0.0062,0.2073,14050.0,?,5315.0,13440.0,6685.0,6679.0,1.0,0.4777,0.3059,Bachelors,Graduate,Public,'Southwest',COED,'Master\'s Colleges and Universities (medium programs)','Medium full-time four-year selective higher transfer-in','Medium 4-year primarily nonresidential (3000 to 9999)',?,0.58999997377395,0.31000000238418,38375.95,30900.0,28500.0,38700.0,34300.0
207856,'Southwestern Christian University',Bethany,OK,73008,www.swcu.edu,35.5136,-97.6394,0.884,498.0,523.0,490.0,20.0,18.0,21.0,?,963.0,801.0,0.397,0.2734,0.0699,0.0087,0.2946,22983.0,?,14220.0,14220.0,5930.0,4314.0,0.3373,0.6522,0.2973,Bachelors,Graduate,'Private nonprofit','Southwest',COED,'Baccalaureate Colleges--Diverse Fields','Full-time four-year inclusive','Very small 4-year primarily residential (less than 1000)','Pentecostal Holiness Church',0.54000002145767,0.25,41080.09,26100.0,25000.0,30800.0,28200.0
207865,'Southwestern Oklahoma State University',Weatherford,OK,73096-3098,www.swosu.edu,35.5346,-98.708,0.9026,?,?,?,21.0,21.0,21.0,?,990.0,3985.0,0.6964,0.0507,0.0755,0.0173,0.1551,16660.0,?,5460.0,11820.0,7391.0,6233.0,1.0,0.3921,0.3292,Bachelors,Graduate,Public,'Southwest',COED,'Master\'s Colleges and Universities (medium programs)','Full-time four-year selective higher transfer-in','Medium 4-year primarily residential (3000 to 9999)',?,0.56999999284744,0.20999999344348,45688.93,39100.0,32000.0,45600.0,37000.0
207935,'Tulsa Community College',Tulsa,OK,74135-6198,www.tulsacc.edu,36.1068,-95.9083,?,?,?,?,?,?,?,?,?,14559.0,0.5853,0.1075,0.0742,0.0354,0.6261,11414.0,?,2606.0,7048.0,6413.0,6287.0,1.0,0.4084,?,Associate,Associate,Public,'Southwest',COED,'Associate\'s--Public Urban-serving Multicampus','Mixed part/full-time two-year','Very large 2-year (10000 or more)',?,0.68000000715255,0.49000000953674,34360.8,29900.0,27100.0,35800.0,31200.0
207962,'Tulsa Welding School-Tulsa',Tulsa,OK,74104-3909,www.weldingschool.com,36.1478,-95.9542,?,?,?,?,?,?,?,?,?,1094.0,0.4516,0.0777,0.1152,0.0018,0.0,?,28819.0,?,?,4720.0,5663.0,1.0,0.5768,?,Certificate,Associate,'Private for-profit','Southwest',COED,'Associate\'s--Private For-profit','Higher full-time two-year','Small 2-year (500 to 1999)',?,0.05000000074505,0.50999999046325,31181.14,35700.0,31100.0,41000.0,36000.0
